YearQuarterId,YearGroupId,Year,Quarter,FailureUnit,Zone,ZoneCategory,Location,Capital,Region,Direction,LocationCategory,CalandarYear
2025-Q1,G2025,1/1/2025,Q1,26,1,Low,Ariège,Foix,Occitanie,South,D,2025
2018-Q1,G2018,1/1/2018,Q1,26,1,Low,Ariège,Foix,Occitanie,South,D,2018
2018-Q1,G2018,1/1/2018,Q1,44,1,Low,Cher,Bourges,Centre-ValdeLoire,Central,D,2018
2018-Q1,G2018,1/1/2018,Q1,87,2,Medium,Côtes-d'Armor,SaintBrieuc,Bretagne,NorthWest,D,2018
2018-Q1,G2018,1/1/2018,Q1,116,3,High,Dordogne,"	Périgueux",Nouvelle-Aquitaine,SouthWest,D,2018
2018-Q1,G2018,1/1/2018,Q1,84,2,Medium,Doubs,"	Besançon",Bourgogne-Franche-Comté,East,D,2018
2018-Q1,G2018,1/1/2018,Q1,122,3,High,Drôme,Valence,Bourgogne-Franche-Comté,East,D,2018
2018-Q1,G2018,1/1/2018,Q1,44,1,Low,Gers,"	Auch",Occitanie,South,D,2018
2018-Q1,G2018,1/1/2018,Q1,46,2,Medium,Haute-Corse,"	Bastia",Corse,South,D,2018
2018-Q1,G2018,1/1/2018,Q1,43,1,Low,Hautes-Pyrénées,Tarbes,Occitanie,South,D,2018
2018-Q1,G2018,1/1/2018,Q1,319,4,VeryHigh,Hauts-de-Seine,Nanterre,Île-de-France,NorthCentral,D,2018
2018-Q1,G2018,1/1/2018,Q1,151,3,High,Ille-et-Vilaine,"	Rennes",Bretagne,NorthWest,D,2018
2018-Q1,G2018,1/1/2018,Q1,110,3,High,Indre-et-Loire,"	Tours",Nouvelle-Aquitaine,SouthWest,D,2018
2018-Q1,G2018,1/1/2018,Q1,50,2,Medium,Jura,LonsleSaunier,Bourgogne-Franche-Comté,East,D,2018
2018-Q1,G2018,1/1/2018,Q1,88,2,Medium,Landes,MontdeMarsan,Nouvelle-Aquitaine,SouthWest,D,2018
2018-Q1,G2018,1/1/2018,Q1,232,4,VeryHigh,Loire-Atlantique,"	Nantes",PaysdelaLoire,West,D,2018
2018-Q1,G2018,1/1/2018,Q1,33,1,Low,Lot,"	Cahors",Occitanie,South,D,2018
2018-Q1,G2018,1/1/2018,Q1,73,2,Medium,Lot-et-Garonne,"	Agen",Nouvelle-Aquitaine,SouthWest,D,2018
2018-Q1,G2018,1/1/2018,Q1,125,3,High,Meurthe-et-Moselle,Nancy,GrandEst,NorthEast,D,2018
2018-Q1,G2018,1/1/2018,Q1,138,3,High,Pyrénées-Orientales,"	Perpignan",Occitanie,South,D,2018
2018-Q1,G2018,1/1/2018,Q1,108,3,High,Saône-et-Loire,Macon,Bourgogne-Franche-Comté,East,D,2018
2018-Q1,G2018,1/1/2018,Q1,138,3,High,Savoie,"	Savoie",Auvergne-Rhône-Alpes,SouthEast,D,2018
2018-Q1,G2018,1/1/2018,Q1,98,3,High,Ain,BourgenBresse,Auvergne-Rhône-Alpes,SouthEast,D,2018
2018-Q1,G2018,1/1/2018,Q1,81,2,Medium,Aisne,Laon,Hauts-de-France,North,D,2018
2018-Q1,G2018,1/1/2018,Q1,60,2,Medium,Allier,Vichy,Auvergne-Rhône-Alpes,SouthEast,D,2018
2018-Q1,G2018,1/1/2018,Q1,38,1,Low,Alpes-de-Haute-Provence,Digne,Provence-Alpes-Côted'Azur,SouthEast,D,2018
2018-Q1,G2018,1/1/2018,Q1,373,4,VeryHigh,Alpes-Maritimes,Nice,Provence-Alpes-Côted'Azur,SouthEast,D,2018
2018-Q1,G2018,1/1/2018,Q1,50,2,Medium,Ardèche,Privas,Auvergne-Rhône-Alpes,SouthEast,D,2018
2018-Q1,G2018,1/1/2018,Q1,60,2,Medium,Ardennes,"	Charleville-Mézièes",GrandEst,NorthEast,D,2018
2018-Q1,G2018,1/1/2018,Q1,72,2,Medium,Aube,Troyes,GrandEst,NorthEast,D,2018
2018-Q1,G2018,1/1/2018,Q1,89,2,Medium,Aude,Carcassonne,Occitanie,South,D,2018
2018-Q1,G2018,1/1/2018,Q1,36,1,Low,Aveyron,Rodez,Occitanie,South,D,2018
2018-Q1,G2018,1/1/2018,Q1,269,4,VeryHigh,Bas-Rhin,Strasbourg,GrandEst,NorthEast,D,2018
2018-Q1,G2018,1/1/2018,Q1,536,4,VeryHigh,Bouches-du-Rhône,Marseille,Provence-Alpes-Côted'Azur,SouthEast,D,2018
2018-Q1,G2018,1/1/2018,Q1,172,3,High,Calvados,Caen,Normandie,North,D,2018
2018-Q1,G2018,1/1/2018,Q1,22,1,Low,Cantal,Aurillac,Auvergne-Rhône-Alpes,SouthEast,D,2018
2018-Q1,G2018,1/1/2018,Q1,75,2,Medium,Charente,Angoulême,Nouvelle-Aquitaine,SouthWest,D,2018
2018-Q1,G2018,1/1/2018,Q1,129,3,High,Charente-Maritime,LaRochelle,Nouvelle-Aquitaine,SouthWest,D,2018
2018-Q1,G2018,1/1/2018,Q1,58,2,Medium,Corrèze,Brive,Nouvelle-Aquitaine,SouthWest,D,2018
2018-Q1,G2018,1/1/2018,Q1,57,2,Medium,Corse-du-Sud,"	Ajaccio",Corse,South,D,2018
2018-Q1,G2018,1/1/2018,Q1,99,3,High,Côte-d'Or,"	Dijon",Bourgogne-Franche-Comté,East,D,2018
2018-Q1,G2018,1/1/2018,Q1,8,1,Low,Creuse,"	Guéret",Nouvelle-Aquitaine,SouthWest,D,2018
2018-Q1,G2018,1/1/2018,Q1,53,2,Medium,Deux-Sèvres,"	Niort",Nouvelle-Aquitaine,SouthWest,D,2018
2018-Q1,G2018,1/1/2018,Q1,235,4,VeryHigh,Essonne,"	Evry",Île-de-France,NorthCentral,D,2018
2018-Q1,G2018,1/1/2018,Q1,116,3,High,Eure,"	Evreux",Normandie,North,D,2018
2018-Q1,G2018,1/1/2018,Q1,85,2,Medium,Eure-et-Loir,Chartres,Centre-ValdeLoire,Central,D,2018
2018-Q1,G2018,1/1/2018,Q1,149,3,High,Finistère,"	Brest",Bretagne,NorthWest,D,2018
2018-Q1,G2018,1/1/2018,Q1,136,3,High,Gard,"	Nîmes",Occitanie,South,D,2018
2018-Q1,G2018,1/1/2018,Q1,368,4,VeryHigh,Gironde,"	Bordeaux",Nouvelle-Aquitaine,SouthWest,D,2018
2018-Q1,G2018,1/1/2018,Q1,141,3,High,Haut-Rhin,Colmar,GrandEst,NorthEast,D,2018
2018-Q1,G2018,1/1/2018,Q1,287,4,VeryHigh,Haute-Garonne,Toulouse,Occitanie,South,D,2018
2018-Q1,G2018,1/1/2018,Q1,41,1,Low,Haute-Loire,"	LePuy",Auvergne-Rhône-Alpes,SouthEast,D,2018
2018-Q1,G2018,1/1/2018,Q1,18,1,Low,Haute-Marne,Chaumont,GrandEst,NorthEast,D,2018
2018-Q1,G2018,1/1/2018,Q1,41,1,Low,Haute-Saône,Vesol,Bourgogne-Franche-Comté,East,D,2018
2018-Q1,G2018,1/1/2018,Q1,171,3,High,Haute-Savoie,Annecy,Auvergne-Rhône-Alpes,SouthEast,D,2018
2018-Q1,G2018,1/1/2018,Q1,40,1,Low,Hautes-Alpes,Gap,Provence-Alpes-Côted'Azur,SouthEast,D,2018
2018-Q1,G2018,1/1/2018,Q1,301,4,VeryHigh,Hérault,Montpellier,Occitanie,South,D,2018
2018-Q1,G2018,1/1/2018,Q1,50,2,Medium,Indre,Châteauroux,Centre-ValdeLoire,Central,D,2018
2018-Q1,G2018,1/1/2018,Q1,280,4,VeryHigh,Isère,"	Grenoble",Auvergne-Rhône-Alpes,SouthEast,D,2018
2018-Q1,G2018,1/1/2018,Q1,67,2,Medium,Loir-et-Cher,"	Blois",Centre-ValdeLoire,Central,D,2018
2018-Q1,G2018,1/1/2018,Q1,168,3,High,Loire,"	SaintEtienne",Auvergne-Rhône-Alpes,SouthEast,D,2018
2018-Q1,G2018,1/1/2018,Q1,105,3,High,Loiret,"	Orléans",Centre-ValdeLoire,Central,D,2018
2018-Q1,G2018,1/1/2018,Q1,8,1,Low,Lozère,"	Mende",Occitanie,South,D,2018
2018-Q1,G2018,1/1/2018,Q1,149,3,High,Maine-et-Loire,"	Angers",PaysdelaLoire,West,D,2018
2018-Q1,G2018,1/1/2018,Q1,111,3,High,Manche,"	Saint-Lô",Normandie,North,D,2018
2018-Q1,G2018,1/1/2018,Q1,129,3,High,Marne,"	Reims",GrandEst,NorthEast,D,2018
2018-Q1,G2018,1/1/2018,Q1,49,2,Medium,Mayenne,"	Laval",PaysdelaLoire,West,D,2018
2018-Q1,G2018,1/1/2018,Q1,20,1,Low,Meuse,"	BarleDuc",GrandEst,NorthEast,D,2018
2018-Q1,G2018,1/1/2018,Q1,164,3,High,Morbihan,"	Vannes",Bretagne,NorthWest,D,2018
2018-Q1,G2018,1/1/2018,Q1,152,3,High,Moselle,"	Metz",GrandEst,NorthEast,D,2018
2018-Q1,G2018,1/1/2018,Q1,35,1,Low,Nièvre,"	Nevers",Bourgogne-Franche-Comté,East,D,2018
2018-Q1,G2018,1/1/2018,Q1,538,4,VeryHigh,Nord,"	Lille",Hauts-de-France,North,D,2018
2018-Q1,G2018,1/1/2018,Q1,134,3,High,Oise,"	Beauvais",Hauts-de-France,North,D,2018
2018-Q1,G2018,1/1/2018,Q1,38,1,Low,Orne,"	Alençon",Normandie,North,D,2018
2018-Q1,G2018,1/1/2018,Q1,880,4,VeryHigh,Paris,Paris,Île-de-France,NorthCentral,D,2018
2018-Q1,G2018,1/1/2018,Q1,277,4,VeryHigh,Pas-de-Calais,"	Arras",Hauts-de-France,North,D,2018
2018-Q1,G2018,1/1/2018,Q1,121,3,High,Puy-de-Dôme,"	Clermont-Ferrand",Auvergne-Rhône-Alpes,SouthEast,D,2018
2018-Q1,G2018,1/1/2018,Q1,150,3,High,Pyrénées-Atlantiques,"	Pau",Nouvelle-Aquitaine,SouthWest,D,2018
2018-Q1,G2018,1/1/2018,Q1,431,4,VeryHigh,Rhône,"	Lyon",Auvergne-Rhône-Alpes,SouthEast,D,2018
2018-Q1,G2018,1/1/2018,Q1,92,2,Medium,Sarthe,LeMans,PaysdelaLoire,West,D,2018
2018-Q1,G2018,1/1/2018,Q1,313,4,VeryHigh,Seine-et-Marne,"	Melun",Île-de-France,NorthCentral,D,2018
2018-Q1,G2018,1/1/2018,Q1,237,4,VeryHigh,Seine-Maritime,"	Rouen",Normandie,North,D,2018
2018-Q1,G2018,1/1/2018,Q1,595,4,VeryHigh,Seine-Saint-Denis,"	Bobigny",Île-de-France,NorthCentral,D,2018
2018-Q1,G2018,1/1/2018,Q1,100,3,High,Somme,"	Amiens",Hauts-de-France,North,D,2018
2018-Q1,G2018,1/1/2018,Q1,78,2,Medium,Tarn,"	Albi",Occitanie,South,D,2018
2018-Q1,G2018,1/1/2018,Q1,86,2,Medium,Tarn-et-Garonne,"		Montauban",Occitanie,South,D,2018
2018-Q1,G2018,1/1/2018,Q1,19,1,Low,TerritoiredeBelfort,"	Belfort",Bourgogne-Franche-Comté,East,D,2018
2018-Q1,G2018,1/1/2018,Q1,262,4,VeryHigh,Val-d'Oise,Pontoise,Île-de-France,NorthCentral,D,2018
2018-Q1,G2018,1/1/2018,Q1,245,4,VeryHigh,Val-de-Marne,"	Créteil",Île-de-France,NorthCentral,D,2018
2018-Q1,G2018,1/1/2018,Q1,353,4,VeryHigh,Var,"	Toulon",Provence-Alpes-Côted'Azur,SouthEast,D,2018
2018-Q1,G2018,1/1/2018,Q1,186,3,High,Vaucluse,"	Avignon",Provence-Alpes-Côted'Azur,SouthEast,D,2018
2018-Q1,G2018,1/1/2018,Q1,108,3,High,Vendée,"	LaRochesurYon",PaysdelaLoire,West,D,2018
2018-Q1,G2018,1/1/2018,Q1,79,2,Medium,Vienne,"Poitiers	",Nouvelle-Aquitaine,SouthWest,D,2018
2018-Q1,G2018,1/1/2018,Q1,80,2,Medium,Vosges,"	Epinal",GrandEst,NorthEast,D,2018
2018-Q1,G2018,1/1/2018,Q1,60,2,Medium,Yonne,"	Auxerre",Bourgogne-Franche-Comté,East,D,2018
2018-Q1,G2018,1/1/2018,Q1,285,4,VeryHigh,Yvelines,"	Versailles",Île-de-France,NorthCentral,D,2018
2018-Q1,G2018,1/1/2018,Q1,630,4,VeryHigh,PaysdelaLoire,Nantes,PaysdelaLoire,West,R,2018
2018-Q1,G2018,1/1/2018,Q1,3134,4,VeryHigh,Île-de-France,Paris,Île-de-France,NorthCentral,R,2018
2018-Q1,G2018,1/1/2018,Q1,1276,4,VeryHigh,Nouvelle-Aquitaine,Bordeaux,Nouvelle-Aquitaine,SouthWest,R,2018
2018-Q1,G2018,1/1/2018,Q1,103,3,High,Corse,Ajaccio,Corse,South,R,2018
2018-Q1,G2018,1/1/2018,Q1,1526,4,VeryHigh,Provence-Alpes-Côted'Azur,Marseille,Provence-Alpes-Côted'Azur,SouthEast,R,2018
2018-Q1,G2018,1/1/2018,Q1,461,4,VeryHigh,Centre-ValdeLoire,Orleans,Centre-ValdeLoire,Central,R,2018
2018-Q1,G2018,1/1/2018,Q1,674,4,VeryHigh,Normandie,Rouen,Normandie,North,R,2018
2018-Q1,G2018,1/1/2018,Q1,508,4,VeryHigh,Bourgogne-Frenche-Comté,"	Dijon",Bourgogne-Franche-Comté,East,R,2018
2018-Q1,G2018,1/1/2018,Q1,1130,4,VeryHigh,Hauts-de-France,Lille,Hauts-de-France,North,R,2018
2018-Q1,G2018,1/1/2018,Q1,1066,4,VeryHigh,GrandEst,Strasbourg,GrandEst,NorthEast,R,2018
2018-Q1,G2018,1/1/2018,Q1,1277,4,VeryHigh,Occitanie,Toulouse,Occitanie,South,R,2018
2018-Q1,G2018,1/1/2018,Q1,1702,4,VeryHigh,Auvergne-Rhône-Alpes,Clermont-Ferrand,Auvergne-Rhône-Alpes,SouthEast,R,2018
2018-Q1,G2018,1/1/2018,Q1,551,4,VeryHigh,Bretagne,Rennes,Bretagne,NorthWest,R,2018
2018-Q1,G2018,1/1/2018,Q1,103,3,High,Martinique,Fort-de-France,Nil,Nil,C,2018
2019-Q1,G2019,1/1/2018,Q1,29,1,Low,FrenchGuiana,Cayenne,Nil,Nil,C,2018
2018-Q1,G2018,1/1/2018,Q1,155,3,High,LaRéunion,Saint-Denis,Nil,Nil,C,2018
2018-Q1,G2018,1/1/2018,Q1,12,1,Low,FrenchTeritories,Nil,Nil,Nil,C,2018
2018-Q1,G2018,1/1/2018,Q1,84,2,Medium,Guadeloupe,Basse-Terre,Nil,Nil,C,2018
2019-Q1,G2019,1/1/2019,Q1,18,1,Low,Ariège,Foix,Occitanie,South,D,2019
2019-Q1,G2019,1/1/2019,Q1,55,2,Medium,Cher,Bourges,Centre-ValdeLoire,Central,D,2019
2019-Q1,G2019,1/1/2019,Q1,106,3,High,Côtes-d'Armor,SaintBrieuc,Bretagne,NorthWest,D,2019
2019-Q1,G2019,1/1/2019,Q1,112,3,High,Dordogne,"	Périgueux",Nouvelle-Aquitaine,SouthWest,D,2019
2019-Q1,G2019,1/1/2019,Q1,93,2,Medium,Doubs,"	Besançon",Bourgogne-Franche-Comté,East,D,2019
2019-Q1,G2019,1/1/2019,Q1,98,3,High,Drôme,Valence,Bourgogne-Franche-Comté,East,D,2019
2019-Q1,G2019,1/1/2019,Q1,25,1,Low,Gers,"	Auch",Occitanie,South,D,2019
2019-Q1,G2019,1/1/2019,Q1,48,2,Medium,Haute-Corse,"	Bastia",Corse,South,D,2019
2019-Q1,G2019,1/1/2019,Q1,38,1,Low,Hautes-Pyrénées,Tarbes,Occitanie,South,D,2019
2019-Q1,G2019,1/1/2019,Q1,280,4,VeryHigh,Hauts-de-Seine,Nanterre,Île-de-France,NorthCentral,D,2019
2019-Q1,G2019,1/1/2019,Q1,150,3,High,Ille-et-Vilaine,"	Rennes",Bretagne,NorthWest,D,2019
2019-Q1,G2019,1/1/2019,Q1,109,3,High,Indre-et-Loire,"	Tours",Nouvelle-Aquitaine,SouthWest,D,2019
2019-Q1,G2019,1/1/2019,Q1,38,1,Low,Jura,LonsleSaunier,Bourgogne-Franche-Comté,East,D,2019
2019-Q1,G2019,1/1/2019,Q1,87,2,Medium,Landes,MontdeMarsan,Nouvelle-Aquitaine,SouthWest,D,2019
2019-Q1,G2019,1/1/2019,Q1,229,4,VeryHigh,Loire-Atlantique,"	Nantes",PaysdelaLoire,West,D,2019
2019-Q1,G2019,1/1/2019,Q1,23,1,Low,Lot,"	Cahors",Occitanie,South,D,2019
2019-Q1,G2019,1/1/2019,Q1,79,2,Medium,Lot-et-Garonne,"	Agen",Nouvelle-Aquitaine,SouthWest,D,2019
2019-Q1,G2019,1/1/2019,Q1,177,3,High,Meurthe-et-Moselle,Nancy,GrandEst,NorthEast,D,2019
2019-Q1,G2019,1/1/2019,Q1,142,3,High,Pyrénées-Orientales,"	Perpignan",Occitanie,South,D,2019
2019-Q1,G2019,1/1/2019,Q1,105,3,High,Saône-et-Loire,Macon,Bourgogne-Franche-Comté,East,D,2019
2019-Q1,G2019,1/1/2019,Q1,107,3,High,Savoie,"	Savoie",Auvergne-Rhône-Alpes,SouthEast,D,2019
2019-Q1,G2019,1/1/2019,Q1,120,3,High,Ain,BourgenBresse,Auvergne-Rhône-Alpes,SouthEast,D,2019
2019-Q1,G2019,1/1/2019,Q1,83,2,Medium,Aisne,Laon,Hauts-de-France,North,D,2019
2019-Q1,G2019,1/1/2019,Q1,54,2,Medium,Allier,Vichy,Auvergne-Rhône-Alpes,SouthEast,D,2019
2019-Q1,G2019,1/1/2019,Q1,30,1,Low,Alpes-de-Haute-Provence,Digne,Provence-Alpes-Côted'Azur,SouthEast,D,2019
2019-Q1,G2019,1/1/2019,Q1,412,4,VeryHigh,Alpes-Maritimes,Nice,Provence-Alpes-Côted'Azur,SouthEast,D,2019
2019-Q1,G2019,1/1/2019,Q1,46,2,Medium,Ardèche,Privas,Auvergne-Rhône-Alpes,SouthEast,D,2019
2019-Q1,G2019,1/1/2019,Q1,53,2,Medium,Ardennes,"	Charleville-Mézièes",GrandEst,NorthEast,D,2019
2019-Q1,G2019,1/1/2019,Q1,66,2,Medium,Aube,Troyes,GrandEst,NorthEast,D,2019
2019-Q1,G2019,1/1/2019,Q1,90,2,Medium,Aude,Carcassonne,Occitanie,South,D,2019
2019-Q1,G2019,1/1/2019,Q1,32,1,Low,Aveyron,Rodez,Occitanie,South,D,2019
2019-Q1,G2019,1/1/2019,Q1,241,4,VeryHigh,Bas-Rhin,Strasbourg,GrandEst,NorthEast,D,2019
2019-Q1,G2019,1/1/2019,Q1,514,4,VeryHigh,Bouches-du-Rhône,Marseille,Provence-Alpes-Côted'Azur,SouthEast,D,2019
2019-Q1,G2019,1/1/2019,Q1,147,3,High,Calvados,Caen,Normandie,North,D,2019
2019-Q1,G2019,1/1/2019,Q1,25,1,Low,Cantal,Aurillac,Auvergne-Rhône-Alpes,SouthEast,D,2019
2019-Q1,G2019,1/1/2019,Q1,73,2,Medium,Charente,Angoulême,Nouvelle-Aquitaine,SouthWest,D,2019
2019-Q1,G2019,1/1/2019,Q1,117,3,High,Charente-Maritime,LaRochelle,Nouvelle-Aquitaine,SouthWest,D,2019
2019-Q1,G2019,1/1/2019,Q1,65,2,Medium,Corrèze,Brive,Nouvelle-Aquitaine,SouthWest,D,2019
2019-Q1,G2019,1/1/2019,Q1,72,2,Medium,Corse-du-Sud,"	Ajaccio",Corse,South,D,2019
2019-Q1,G2019,1/1/2019,Q1,102,3,High,Côte-d'Or,"	Dijon",Bourgogne-Franche-Comté,East,D,2019
2019-Q1,G2019,1/1/2019,Q1,19,1,Low,Creuse,"	Guéret",Nouvelle-Aquitaine,SouthWest,D,2019
2019-Q1,G2019,1/1/2019,Q1,46,2,Medium,Deux-Sèvres,"	Niort",Nouvelle-Aquitaine,SouthWest,D,2019
2019-Q1,G2019,1/1/2019,Q1,249,4,VeryHigh,Essonne,"	Evry",Île-de-France,NorthCentral,D,2019
2019-Q1,G2019,1/1/2019,Q1,116,3,High,Eure,"	Evreux",Normandie,North,D,2019
2019-Q1,G2019,1/1/2019,Q1,101,3,High,Eure-et-Loir,Chartres,Centre-ValdeLoire,Central,D,2019
2019-Q1,G2019,1/1/2019,Q1,167,3,High,Finistère,"	Brest",Bretagne,NorthWest,D,2019
2019-Q1,G2019,1/1/2019,Q1,180,3,High,Gard,"	Nîmes",Occitanie,South,D,2019
2019-Q1,G2019,1/1/2019,Q1,455,4,VeryHigh,Gironde,"	Bordeaux",Nouvelle-Aquitaine,SouthWest,D,2019
2019-Q1,G2019,1/1/2019,Q1,188,3,High,Haut-Rhin,Colmar,GrandEst,NorthEast,D,2019
2019-Q1,G2019,1/1/2019,Q1,254,4,VeryHigh,Haute-Garonne,Toulouse,Occitanie,South,D,2019
2019-Q1,G2019,1/1/2019,Q1,33,1,Low,Haute-Loire,"	LePuy",Auvergne-Rhône-Alpes,SouthEast,D,2019
2019-Q1,G2019,1/1/2019,Q1,25,1,Low,Haute-Marne,Chaumont,GrandEst,NorthEast,D,2019
2019-Q1,G2019,1/1/2019,Q1,30,1,Low,Haute-Saône,Vesol,Bourgogne-Franche-Comté,East,D,2019
2019-Q1,G2019,1/1/2019,Q1,148,3,High,Haute-Savoie,Annecy,Auvergne-Rhône-Alpes,SouthEast,D,2019
2019-Q1,G2019,1/1/2019,Q1,23,1,Low,Hautes-Alpes,Gap,Provence-Alpes-Côted'Azur,SouthEast,D,2019
2019-Q1,G2019,1/1/2019,Q1,264,4,VeryHigh,Hérault,Montpellier,Occitanie,South,D,2019
2019-Q1,G2019,1/1/2019,Q1,27,1,Low,Indre,Châteauroux,Centre-ValdeLoire,Central,D,2019
2019-Q1,G2019,1/1/2019,Q1,281,4,VeryHigh,Isère,"	Grenoble",Auvergne-Rhône-Alpes,SouthEast,D,2019
2019-Q1,G2019,1/1/2019,Q1,84,2,Medium,Loir-et-Cher,"	Blois",Centre-ValdeLoire,Central,D,2019
2019-Q1,G2019,1/1/2019,Q1,176,3,High,Loire,"	SaintEtienne",Auvergne-Rhône-Alpes,SouthEast,D,2019
2019-Q1,G2019,1/1/2019,Q1,132,3,High,Loiret,"	Orléans",Centre-ValdeLoire,Central,D,2019
2019-Q1,G2019,1/1/2019,Q1,5,1,Low,Lozère,"	Mende",Occitanie,South,D,2019
2019-Q1,G2019,1/1/2019,Q1,149,3,High,Maine-et-Loire,"	Angers",PaysdelaLoire,West,D,2019
2019-Q1,G2019,1/1/2019,Q1,97,3,High,Manche,"	Saint-Lô",Normandie,North,D,2019
2019-Q1,G2019,1/1/2019,Q1,131,3,High,Marne,"	Reims",GrandEst,NorthEast,D,2019
2019-Q1,G2019,1/1/2019,Q1,50,2,Medium,Mayenne,"	Laval",PaysdelaLoire,West,D,2019
2019-Q1,G2019,1/1/2019,Q1,25,1,Low,Meuse,"	BarleDuc",GrandEst,NorthEast,D,2019
2019-Q1,G2019,1/1/2019,Q1,165,3,High,Morbihan,"	Vannes",Bretagne,NorthWest,D,2019
2019-Q1,G2019,1/1/2019,Q1,221,4,VeryHigh,Moselle,"	Metz",GrandEst,NorthEast,D,2019
2019-Q1,G2019,1/1/2019,Q1,40,1,Low,Nièvre,"	Nevers",Bourgogne-Franche-Comté,East,D,2019
2019-Q1,G2019,1/1/2019,Q1,544,4,VeryHigh,Nord,"	Lille",Hauts-de-France,North,D,2019
2019-Q1,G2019,1/1/2019,Q1,148,3,High,Oise,"	Beauvais",Hauts-de-France,North,D,2019
2019-Q1,G2019,1/1/2019,Q1,38,1,Low,Orne,"	Alençon",Normandie,North,D,2019
2019-Q1,G2019,1/1/2019,Q1,869,4,VeryHigh,Paris,Paris,Île-de-France,NorthCentral,D,2019
2019-Q1,G2019,1/1/2019,Q1,249,4,VeryHigh,Pas-de-Calais,"	Arras",Hauts-de-France,North,D,2019
2019-Q1,G2019,1/1/2019,Q1,148,3,High,Puy-de-Dôme,"	Clermont-Ferrand",Auvergne-Rhône-Alpes,SouthEast,D,2019
2019-Q1,G2019,1/1/2019,Q1,145,3,High,Pyrénées-Atlantiques,"	Pau",Nouvelle-Aquitaine,SouthWest,D,2019
2019-Q1,G2019,1/1/2019,Q1,393,4,VeryHigh,Rhône,"	Lyon",Auvergne-Rhône-Alpes,SouthEast,D,2019
2019-Q1,G2019,1/1/2019,Q1,83,2,Medium,Sarthe,LeMans,PaysdelaLoire,West,D,2019
2019-Q1,G2019,1/1/2019,Q1,334,4,VeryHigh,Seine-et-Marne,"	Melun",Île-de-France,NorthCentral,D,2019
2019-Q1,G2019,1/1/2019,Q1,263,4,VeryHigh,Seine-Maritime,"	Rouen",Normandie,North,D,2019
2019-Q1,G2019,1/1/2019,Q1,597,4,VeryHigh,Seine-Saint-Denis,"	Bobigny",Île-de-France,NorthCentral,D,2019
2019-Q1,G2019,1/1/2019,Q1,84,2,Medium,Somme,"	Amiens",Hauts-de-France,North,D,2019
2019-Q1,G2019,1/1/2019,Q1,73,2,Medium,Tarn,"	Albi",Occitanie,South,D,2019
2019-Q1,G2019,1/1/2019,Q1,81,2,Medium,Tarn-et-Garonne,"		Montauban",Occitanie,South,D,2019
2019-Q1,G2019,1/1/2019,Q1,35,1,Low,TerritoiredeBelfort,"	Belfort",Bourgogne-Franche-Comté,East,D,2019
2019-Q1,G2019,1/1/2019,Q1,237,4,VeryHigh,Val-d'Oise,Pontoise,Île-de-France,NorthCentral,D,2019
2019-Q1,G2019,1/1/2019,Q1,280,4,VeryHigh,Val-de-Marne,"	Créteil",Île-de-France,NorthCentral,D,2019
2019-Q1,G2019,1/1/2019,Q1,317,4,VeryHigh,Var,"	Toulon",Provence-Alpes-Côted'Azur,SouthEast,D,2019
2019-Q1,G2019,1/1/2019,Q1,133,3,High,Vaucluse,"	Avignon",Provence-Alpes-Côted'Azur,SouthEast,D,2019
2019-Q1,G2019,1/1/2019,Q1,118,3,High,Vendée,"	LaRochesurYon",PaysdelaLoire,West,D,2019
2019-Q1,G2019,1/1/2019,Q1,70,2,Medium,Vienne,"Poitiers	",Nouvelle-Aquitaine,SouthWest,D,2019
2019-Q1,G2019,1/1/2019,Q1,91,2,Medium,Vosges,"	Epinal",GrandEst,NorthEast,D,2019
2019-Q1,G2019,1/1/2019,Q1,66,2,Medium,Yonne,"	Auxerre",Bourgogne-Franche-Comté,East,D,2019
2019-Q1,G2019,1/1/2019,Q1,252,4,VeryHigh,Yvelines,"	Versailles",Île-de-France,NorthCentral,D,2019
2019-Q1,G2019,1/1/2019,Q1,1218,4,VeryHigh,GrandEst,Strasbourg,GrandEst,NorthEast,R,2019
2019-Q1,G2019,1/1/2019,Q1,661,4,VeryHigh,Normandie,Rouen,Normandie,North,R,2019
2019-Q1,G2019,1/1/2019,Q1,1429,4,VeryHigh,Provence-Alpes-Côted'Azur,Marseille,Provence-Alpes-Côted'Azur,SouthEast,R,2019
2019-Q1,G2019,1/1/2019,Q1,518,4,VeryHigh,Bourgogne-Frenche-Comté,"	Dijon",Bourgogne-Franche-Comté,East,R,2019
2019-Q1,G2019,1/1/2019,Q1,1347,4,VeryHigh,Nouvelle-Aquitaine,Bordeaux,Nouvelle-Aquitaine,SouthWest,R,2019
2019-Q1,G2019,1/1/2019,Q1,1282,4,VeryHigh,Occitanie,Toulouse,Occitanie,South,R,2019
2019-Q1,G2019,1/1/2019,Q1,3098,4,VeryHigh,Île-de-France,Paris,Île-de-France,NorthCentral,R,2019
2019-Q1,G2019,1/1/2019,Q1,508,4,VeryHigh,Centre-ValdeLoire,Orleans,Centre-ValdeLoire,Central,R,2019
2019-Q1,G2019,1/1/2019,Q1,1629,4,VeryHigh,Auvergne-Rhône-Alpes,Clermont-Ferrand,Auvergne-Rhône-Alpes,SouthEast,R,2019
2019-Q1,G2019,1/1/2019,Q1,629,4,VeryHigh,PaysdelaLoire,Nantes,PaysdelaLoire,West,R,2019
